OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
4140,400605,3386,Azusa, ,40060503386,46434596.01,47704.61266
4141,400605,99037,Unincorporated,Azusa,40060599037Azusa,7037698.484,10608.45622
4142,400801,30014,Glendora, ,40080130014,34628489.63,33415.41955
4143,400801,99037,Unincorporated,Glendora,40080199037Glendora,1577922.428,10740.62275
4144,401001,30014,Glendora, ,40100130014,15605369.87,15798.86293
4145,401002,30014,Glendora, ,40100230014,15859137.19,15902.41412
4146,401101,30014,Glendora, ,40110130014,32454162.33,25068.11085
4147,401102,30014,Glendora, ,40110230014,13800083.9,15929.24326
4148,401201,30014,Glendora, ,40120130014,25290144.33,23643.23808
4149,401202,30014,Glendora, ,40120230014,22143865.17,26538.25796
4150,401202,66070,San Dimas, ,40120266070,12099566.53,17339.76297
4151,401203,30014,Glendora, ,40120330014,20369832.8,18820.33723
4152,401303,99037,Unincorporated,Covina,40130399037Covina,1231137.108,4979.512555
4153,401303,66070,San Dimas, ,40130366070,61158582.32,42132.83032
4154,401304,99037,Unincorporated,East Covina,40130499037East Covina,9668458.368,23659.16458
4155,401311,30014,Glendora, ,40131130014,320618.6494,2304.976438
4156,401311,66070,San Dimas, ,40131166070,45596717.21,31406.69451
4157,401312,66070,San Dimas, ,40131266070,29369451.17,23350.37539
4158,401500,40830,La Verne, ,40150040830,51190930.8,46182.27545
4159,401601,40830,La Verne, ,40160140830,27277834.09,30039.31501
4160,401601,99037,Unincorporated,La Verne,40160199037La Verne,673954.7197,3786.397445
4161,401602,40830,La Verne, ,40160240830,21814382.88,19113.11475
4162,401705,13756,Claremont, ,40170513756,16886952.51,20216.16343
4163,401705,99037,Unincorporated,Pomona,40170599037Pomona,600170.9248,3835.964769
4164,401706,58072,Pomona, ,40170658072,13349550.28,19010.29704
4165,401707,58072,Pomona, ,40170758072,21860541.19,27709.32998
4166,401707,99037,Unincorporated,Pomona,40170799037Pomona,822194.7412,4028.760544
4167,401801,13756,Claremont, ,40180113756,38346209.75,25383.82739
4168,401802,13756,Claremont, ,40180213756,26431059.36,20632.84152
4169,401901,13756,Claremont, ,40190113756,18481373.78,18370.22404
4170,401902,13756,Claremont, ,40190213756,28578306.22,24715.53304
4171,402001,13756,Claremont, ,40200113756,15685645.52,18558.14027
4172,402002,13756,Claremont, ,40200213756,17758245.68,17672.34145
4173,402101,58072,Pomona, ,40210158072,12818354.49,17656.80846
4174,402102,58072,Pomona, ,40210258072,24736624.09,20818.49558
4175,402200,58072,Pomona, ,40220058072,68586447.78,45886.88681
4176,402301,58072,Pomona, ,40230158072,14330673.53,16806.64189
4177,402303,58072,Pomona, ,40230358072,10164240.56,13655.45002
4178,402304,58072,Pomona, ,40230458072,7506080.891,14823.1031
4179,402403,58072,Pomona, ,40240358072,21849551.21,31923.37247
4180,402404,58072,Pomona, ,40240458072,12671360.77,30755.68743
4181,402404,99037,Unincorporated,Pomona,40240499037Pomona,31385638.2,34710.9327
4182,402405,58072,Pomona, ,40240558072,10913037.54,17807.78997
4183,402406,58072,Pomona, ,40240658072,12567678.12,14348.11525
4184,402501,58072,Pomona, ,40250158072,10935162.45,16008.1072
4185,402503,58072,Pomona, ,40250358072,9410561.521,12827.84573
4186,402504,58072,Pomona, ,40250458072,6462253.435,10587.40893
4187,402601,58072,Pomona, ,40260158072,11137833.73,17699.97765
4188,402602,58072,Pomona, ,40260258072,13424889.74,15375.53413
4189,402702,58072,Pomona, ,40270258072,16131064.59,18396.15043
4190,402703,58072,Pomona, ,40270358072,11522718.71,18743.88647
4191,402705,58072,Pomona, ,40270558072,9314303.754,12965.01452
4192,402706,58072,Pomona, ,40270658072,11429563.7,13787.94756
4193,402801,58072,Pomona, ,40280158072,19585945.23,22077.01552
4194,402803,58072,Pomona, ,40280358072,6784208.831,10582.22977
4195,402804,58072,Pomona, ,40280458072,14188942.35,16157.73457
4196,402902,58072,Pomona, ,40290258072,19859817.44,20762.2421
4197,402903,58072,Pomona, ,40290358072,17055319.95,16947.72525
4198,402904,58072,Pomona, ,40290458072,20536068.29,20764.81841
4199,403000,58072,Pomona, ,40300058072,26031472.57,25904.85459
4200,403305,19192,Diamond Bar, ,40330519192,15950798.9,16252.48942
4201,403316,19192,Diamond Bar, ,40331619192,31274099.74,28449.07202
4202,403317,58072,Pomona, ,40331758072,45118051.23,38917.05231
4203,403318,58072,Pomona, ,40331858072,36259637.98,30406.59314
4204,403319,19192,Diamond Bar, ,40331919192,24047483.18,19930.97402
4205,403320,19192,Diamond Bar, ,40332019192,42160909.97,29207.88246
4206,403321,19192,Diamond Bar, ,40332119192,68510566.05,41254.17018
4207,403323,19192,Diamond Bar, ,40332319192,34059719.57,28147.65794
4208,403324,19192,Diamond Bar, ,40332419192,85628446.02,46738.45762
4209,403325,19192,Diamond Bar, ,40332519192,29574460.59,32653.69617
4210,403325,99037,Unincorporated,Rowland Heights,40332599037Rowland Heights,154535225.8,66204.53996
4211,403326,19192,Diamond Bar, ,40332619192,12008644.42,18701.05465
4212,403326,99037,Unincorporated,Rowland Heights,40332699037Rowland Heights,7179759.938,15355.29063
4213,403327,58072,Pomona, ,40332758072,404468.8604,3574.618461
4214,403327,36490,Industry, ,40332736490,78138129.97,61346.54988
4215,403328,19192,Diamond Bar, ,40332819192,30056338.96,33103.40166
4216,403401,99037,Unincorporated,Walnut,40340199037Walnut,166917.8877,10688.07021
4217,403401,83332,Walnut, ,40340183332,24555082.55,31725.29797
4218,403402,83332,Walnut, ,40340283332,18599090.51,17586.47015
4219,403403,83332,Walnut, ,40340383332,41864358.06,43291.04477
4220,403404,83332,Walnut, ,40340483332,25738905.12,25243.84684
4221,403407,83332,Walnut, ,40340783332,50855743.14,37610.02443
4222,403408,83332,Walnut, ,40340883332,34079700.08,26088.15287
4223,403409,83332,Walnut, ,40340983332,50425575.19,38739.67606
4224,403500,84200,West Covina, ,40350084200,3633263.02,11750.32765
4225,403500,99037,Unincorporated,Covina,40350099037Covina,45093868.54,44294.91207
4226,403500,83332,Walnut, ,40350083332,4219446.577,13489.41465
4227,403601,84200,West Covina, ,40360184200,4260261.447,17493.0206
4228,403601,99037,Unincorporated,Covina,40360199037Covina,23559190.71,52172.58847
4229,403702,16742,Covina, ,40370216742,18169236.97,18852.80509
4230,403702,99037,Unincorporated,Covina (Charter Oak),40370299037Covina (Charter Oak),244568.2266,2108.825634
4231,403703,66070,San Dimas, ,40370366070,9834476.491,21735.9391
4232,403703,99037,Unincorporated,Covina (Charter Oak),40370399037Covina (Charter Oak),3587096.694,24644.57124
4233,403721,16742,Covina, ,40372116742,18720169.87,28012.79249
4234,403721,99037,Unincorporated,Covina (Charter Oak),40372199037Covina (Charter Oak),1703638.746,8290.013688
4235,403722,16742,Covina, ,40372216742,18911256.77,19610.55182
4236,403722,99037,Unincorporated,Covina,40372299037Covina,503515.0313,3271.229395
4237,403801,16742,Covina, ,40380116742,7674309.474,25323.30992
4238,403801,99037,Unincorporated,Covina (Charter Oak),40380199037Covina (Charter Oak),12970258.8,27631.58778
4239,403802,16742,Covina, ,40380216742,3603842.2,11129.14949
4240,403802,66070,San Dimas, ,40380266070,413377.8213,2734.307327
4241,403901,99037,Unincorporated,Glendora,40390199037Glendora,658568.833,5250.881215
4242,403901,30014,Glendora, ,40390130014,12883829.42,18287.01992
4243,403902,30014,Glendora, ,40390230014,22433857.6,18648.33167
4244,404000,3386,Azusa, ,40400003386,6042379.567,13389.63796
4245,404100,99037,Unincorporated,Azusa,40410099037Azusa,10826021.12,15554.03561
4246,404201,3386,Azusa, ,40420103386,9926954.05,13681.61156
4247,404203,99037,Unincorporated,Azusa,40420399037Azusa,4501303.647,10597.16211
4248,404301,3386,Azusa, ,40430103386,11920286.46,13965.58154
4249,404302,3386,Azusa, ,40430203386,6687367.471,10524.42746
4250,404401,3386,Azusa, ,40440103386,15614613.62,20038.4921
4251,404402,3386,Azusa, ,40440203386,36086663.25,28147.46089
4252,404501,3386,Azusa, ,40450103386,4696975.986,16483.67479
4253,404501,99037,Unincorporated,Azusa,40450199037Azusa,3956241.003,11940.23014
4254,404503,3386,Azusa, ,40450303386,3577622.135,17050.85011
4255,404503,99037,Unincorporated,Azusa,40450399037Azusa,3612071.296,14913.0222
4256,404504,99037,Unincorporated,Azusa,40450499037Azusa,3247096.146,12099.11721
4257,404600,36826,Irwindale, ,40460036826,268571301.8,131335.9159
4258,404701,3666,Baldwin Park, ,40470103666,18370808.86,18337.48052
4259,404702,3666,Baldwin Park, ,40470203666,12445870.3,16228.29628
4260,404703,99037,Unincorporated,Bassett,40470399037Bassett,36678.30859,945.2229695
4261,404703,3666,Baldwin Park, ,40470303666,13866666.6,24591.47334
4262,404804,3666,Baldwin Park, ,40480403666,10183270.61,13797.20871
4263,404805,3666,Baldwin Park, ,40480503666,4829743.532,8782.802371
4264,404806,3666,Baldwin Park, ,40480603666,16449732.23,19388.04791
4265,404901,3666,Baldwin Park, ,40490103666,12278336.58,14633.92865
4266,404902,3666,Baldwin Park, ,40490203666,7447977.947,11502.31302
4267,404903,3666,Baldwin Park, ,40490303666,5870228.843,10537.36073
4268,405001,3666,Baldwin Park, ,40500103666,18323076.29,19212.1388
4269,405002,3666,Baldwin Park, ,40500203666,9313833.077,12620.00304
4270,405101,3666,Baldwin Park, ,40510103666,12030234.81,14713.44806
4271,405102,3666,Baldwin Park, ,40510203666,10386564.76,16213.37397
4272,405201,3666,Baldwin Park, ,40520103666,14644415.02,17811.34671
4273,405202,3666,Baldwin Park, ,40520203666,10260905.03,13421.35929
4274,405203,3666,Baldwin Park, ,40520303666,7775823.447,13544.84298
4275,405301,84200,West Covina, ,40530184200,8051330.109,20547.32129
4276,405302,84200,West Covina, ,40530284200,19284178.14,21834.02675
4277,405400,16742,Covina, ,40540016742,510176.9414,3109.400096
4278,405400,99037,Unincorporated,Covina,40540099037Covina,13417444.12,21639.37051
4279,405500,84200,West Covina, ,40550084200,18488171.43,20139.72239
4280,405500,99037,Unincorporated,Covina,40550099037Covina,1593576.964,6068.279893
4281,405600,84200,West Covina, ,40560084200,22589685.88,23841.02032
4282,405701,16742,Covina, ,40570116742,4376575.214,10024.12978
4283,405701,99037,Unincorporated,Covina,40570199037Covina,6929330.759,10609.00908
4284,405702,16742,Covina, ,40570216742,12791605.19,16574.56292
4285,405702,99037,Unincorporated,Covina,40570299037Covina,2010967.237,7185.00662
4286,405800,16742,Covina, ,40580016742,11128872.16,16933.98158
4287,405800,99037,Unincorporated,Covina,40580099037Covina,9111904.931,13489.32947
4288,405900,16742,Covina, ,40590016742,13364927.63,17266.40825
4289,405900,99037,Unincorporated,Azusa,40590099037Azusa,286970.8066,9017.394797
4290,406000,99037,Unincorporated,Covina (Charter Oak),40600099037Covina (Charter Oak),6842239.117,17930.56825
4291,406101,16742,Covina, ,40610116742,14526482.3,17659.0098
4292,406101,99037,Unincorporated,Covina (Charter Oak),40610199037Covina (Charter Oak),421637.2715,3260.071092
4293,406103,16742,Covina, ,40610316742,23846450.05,23941.99133
4294,406201,84200,West Covina, ,40620184200,8494803.944,15616.82881
4295,406300,84200,West Covina, ,40630084200,54384552.75,40873.81412
4296,406300,99037,Unincorporated,Covina,40630099037Covina,3637908.86,21539.66221
4297,406413,84200,West Covina, ,40641384200,34180111.35,27759.1395
4298,406500,84200,West Covina, ,40650084200,22027081.77,20253.83031
4299,406601,99037,Unincorporated,Valinda,40660199037Valinda,1725219.437,9294.323592
4300,406601,84200,West Covina, ,40660184200,19458583.14,18594.73317
4301,406602,84200,West Covina, ,40660284200,15119381.09,20482.49473
4302,406701,84200,West Covina, ,40670184200,10144141.23,13527.31199
4303,406702,84200,West Covina, ,40670284200,30384911.89,24280.54805
4304,406801,84200,West Covina, ,40680184200,18780730.36,24831.34235
4305,406903,40340,La Puente, ,40690340340,2011942.97,7003.84546
4306,406903,84200,West Covina, ,40690384200,5414396.356,11241.30191
4307,406903,3666,Baldwin Park, ,40690303666,417025.9229,2831.703425
4308,407001,99037,Unincorporated,Bassett,40700199037Bassett,9479057.342,14649.03125
4309,407001,3666,Baldwin Park, ,40700103666,1203115.841,10173.54061
4310,407002,40340,La Puente, ,40700240340,125740.499,4242.857405
4311,407002,36490,Industry, ,40700236490,19640415.11,29961.78833
4312,407002,99037,Unincorporated,Bassett,40700299037Bassett,11688988.9,27701.38209
4313,407101,40340,La Puente, ,40710140340,12209093.65,15236.98903
4314,407102,40340,La Puente, ,40710240340,9945828.867,14576.84217
4315,407201,40340,La Puente, ,40720140340,6979420.335,11304.93229
4316,407202,40340,La Puente, ,40720240340,8692789.911,13461.13565
4317,407302,99037,Unincorporated,West Puente Valley,40730299037West Puente Valley,8662091.62,12294.20544
4318,407400,84200,West Covina, ,40740084200,6538796.771,10295.31054
4319,407501,40340,La Puente, ,40750140340,4172723.581,16038.54391
4320,407502,99037,Unincorporated,Valinda,40750299037Valinda,11131619.86,15778.70548
4321,407601,40340,La Puente, ,40760140340,8410580.083,11793.5436
4322,407602,40340,La Puente, ,40760240340,10021852.84,13477.24655
4323,407701,40340,La Puente, ,40770140340,12341155.47,15572.33103
4324,407702,40340,La Puente, ,40770240340,21612824.9,23284.27611
4325,407801,99037,Unincorporated,Valinda,40780199037Valinda,11560239.31,13484.44371
4326,407801,84200,West Covina, ,40780184200,61543.73242,1697.368224
4327,407802,36490,Industry, ,40780236490,25920624.38,34331.90475
4328,407901,99037,Unincorporated,Valinda,40790199037Valinda,11088769.39,14196.40137
4329,407902,84200,West Covina, ,40790284200,4977268.976,9539.248958
4330,408003,99037,Unincorporated,Valinda,40800399037Valinda,6243209.834,11567.28672
4331,408003,84200,West Covina, ,40800384200,8518206.321,14704.85482
4332,408004,84200,West Covina, ,40800484200,6669398.439,11880.59548
4333,408005,84200,West Covina, ,40800584200,39662082.84,26828.83496
4334,408006,84200,West Covina, ,40800684200,35771898.92,25487.71258
4335,408133,99037,Unincorporated,San Jose Hills,40813399037San Jose Hills,379644.2588,4008.331399
4336,408133,84200,West Covina, ,40813384200,10954287.86,16872.8607
4337,408134,84200,West Covina, ,40813484200,9522010.671,12253.8899
4338,408135,84200,West Covina, ,40813584200,12167758.55,17523.2877
4339,408136,84200,West Covina, ,40813684200,10859571.71,16984.2373
4340,408137,99037,Unincorporated,San Jose Hills,40813799037San Jose Hills,3155740.845,9068.931578
4341,408138,99037,Unincorporated,San Jose Hills,40813899037San Jose Hills,9615438.292,16193.57141
4342,408139,99037,Unincorporated,San Jose Hills,40813999037San Jose Hills,8464260.914,13033.03734
4343,408140,99037,Unincorporated,San Jose Hills,40814099037San Jose Hills,9819273.855,13630.56255
4344,408141,99037,Unincorporated,San Jose Hills,40814199037San Jose Hills,10625205.25,17977.84988
4345,408212,99037,Unincorporated,Rowland Heights,40821299037Rowland Heights,20239007.11,31762.61221
4346,408212,36490,Industry, ,40821236490,10496557.98,28713.38593
4347,408213,99037,Unincorporated,Rowland Heights,40821399037Rowland Heights,16660315.35,20984.3815
4348,408301,99037,Unincorporated,Avocado Heights,40830199037Avocado Heights,26826599.79,35634.58645
4349,408301,36490,Industry, ,40830136490,2855033.075,30159.84666
4350,408302,36490,Industry, ,40830236490,12232665.3,22519.01844
4351,408303,99037,Unincorporated,North Whittier,40830399037North Whittier,20502655.82,27783.11447
4352,408401,99037,Unincorporated,Hacienda Heights,40840199037Hacienda Heights,12500587.4,17266.26129
4353,408402,99037,Unincorporated,Hacienda Heights,40840299037Hacienda Heights,111835618,60092.30107
4354,408402,99037,Unincorporated,Whittier,40840299037Whittier,266530.4697,4939.297431
4355,408402,36490,Industry, ,40840236490,12712139.13,35385.51359
4356,408503,99037,Unincorporated,Hacienda Heights,40850399037Hacienda Heights,45248820.26,38509.26709
4357,408504,99037,Unincorporated,Hacienda Heights,40850499037Hacienda Heights,15262231.4,18598.84727
4358,408505,99037,Unincorporated,Hacienda Heights,40850599037Hacienda Heights,21423676.9,22178.98001
4359,408623,99037,Unincorporated,Hacienda Heights,40862399037Hacienda Heights,10362992.97,13639.73634
4360,408624,99037,Unincorporated,Hacienda Heights,40862499037Hacienda Heights,14843642.69,18476.48282
4361,408625,99037,Unincorporated,Hacienda Heights,40862599037Hacienda Heights,23129126.23,20580.03073
4362,408626,99037,Unincorporated,Rowland Heights,40862699037Rowland Heights,26840407.1,26380.13696
4363,408627,99037,Unincorporated,Rowland Heights,40862799037Rowland Heights,33631233.44,32275.28296
4364,408628,99037,Unincorporated,Hacienda Heights,40862899037Hacienda Heights,25396115.46,26491.08705
4365,408629,99037,Unincorporated,Hacienda Heights,40862999037Hacienda Heights,19078199.77,19682.18093
4366,408631,99037,Unincorporated,Hacienda Heights,40863199037Hacienda Heights,15895162.25,16761.34469
4367,408703,39304,La Habra Heights, ,40870339304,10427461.98,22726.53505
4368,408703,19192,Diamond Bar, ,40870319192,5937107.815,11879.42925
4369,408703,99037,Unincorporated,Rowland Heights,40870399037Rowland Heights,167827866.9,65845.88203
4370,408705,99037,Unincorporated,Rowland Heights,40870599037Rowland Heights,20753700.8,19115.06995
4371,408707,99037,Unincorporated,Rowland Heights,40870799037Rowland Heights,31033880.84,27874.18596
4372,408722,99037,Unincorporated,Rowland Heights,40872299037Rowland Heights,22664852.16,21725.98761
4373,408724,99037,Unincorporated,Rowland Heights,40872499037Rowland Heights,5743597.852,10137.23771
4374,408725,99037,Unincorporated,Rowland Heights,40872599037Rowland Heights,20962517.92,26020.42902
4375,408800,58072,Pomona, ,40880058072,19285643.22,20130.81177
4376,408900,99037,Unincorporated,La Verne,40890099037La Verne,4962998.835,12033.54155
4377,408900,40830,La Verne, ,40890040830,28967308.04,29800.78218
4378,409000,58072,Pomona, ,40900058072,84740473.07,59347.32569
4379,409100,99037,Unincorporated,Hacienda Heights,40910099037Hacienda Heights,16888508.36,24952.90119
4380,430003,19990,Duarte, ,43000319990,128441293.6,75688.35931
4381,430004,19990,Duarte, ,43000419990,11983142.31,16731.63013
4382,430005,19990,Duarte, ,43000519990,11060356.55,15918.10803
4383,430101,19990,Duarte, ,43010119990,21381736.83,20053.40384
4384,430102,19990,Duarte, ,43010219990,13896399.39,19427.42977
4385,430200,7946,Bradbury, ,43020007946,54791325.39,38923.39053
4386,430200,99037,Unincorporated,Bradbury,43020099037Bradbury,821427.0762,4061.919412
4387,430301,48648,Monrovia, ,43030148648,263156670.9,85148.04903
4388,430302,48648,Monrovia, ,43030248648,20871921.26,23537.47861
4389,430400,2462,Arcadia, ,43040002462,38675649.22,34996.12019
4390,430501,71806,Sierra Madre, ,43050171806,50750769.92,33022.39267
4391,430502,71806,Sierra Madre, ,43050271806,31689286.64,25050.19006
4392,430600,2462,Arcadia, ,43060002462,39699579.67,35096.75438
4393,430701,2462,Arcadia, ,43070102462,32058575.73,27299.75222
4394,430721,2462,Arcadia, ,43072102462,44038552.38,31686.33754
4395,430723,2462,Arcadia, ,43072302462,5235027.555,12933.46415
4396,430724,2462,Arcadia, ,43072402462,6240714.887,13438.30952
4397,430801,2462,Arcadia, ,43080102462,18243423.57,17727.90026
4398,430802,2462,Arcadia, ,43080202462,20011291.31,19693.9813
4399,430803,2462,Arcadia, ,43080302462,24521822.2,21858.1847
4400,430901,48648,Monrovia, ,43090148648,12563362.74,14992.40882
4401,430902,48648,Monrovia, ,43090248648,12809431.72,17063.48947
4402,431002,48648,Monrovia, ,43100248648,14578928.18,17504.36298
4403,431003,48648,Monrovia, ,43100348648,9252765.862,13374.62318
4404,431004,48648,Monrovia, ,43100448648,9756456.635,13608.78159
4405,431100,99037,Unincorporated,Monrovia,43110099037Monrovia,1205366.725,6416.095343
4406,431100,48648,Monrovia, ,43110048648,31347020.39,31858.26289
4407,431200,99037,Unincorporated,Duarte,43120099037Duarte,9844237.587,15323.43584
4408,431200,99037,Unincorporated,Monrovia,43120099037Monrovia,4343480.226,9411.943533
4409,431300,2462,Arcadia, ,43130002462,1726127.2,10102.49648
4410,431300,99037,Unincorporated,Monrovia,43130099037Monrovia,5651861.677,11294.12119
4411,431400,48648,Monrovia, ,43140048648,5841660.972,23883.39024
4412,431400,99037,Unincorporated,Arcadia,43140099037Arcadia,13449444.1,19308.40085
4413,431400,99037,Unincorporated,Monrovia,43140099037Monrovia,26598.77051,868.8933641
4414,431501,22230,El Monte, ,43150122230,1879102.431,7088.313914
4415,431501,78148,Temple City, ,43150178148,9323261.465,14959.04378
4416,431502,2462,Arcadia, ,43150202462,8840148.16,24991.33922
4417,431502,99037,Unincorporated,Arcadia,43150299037Arcadia,11881781.51,16575.1845
4418,431600,2462,Arcadia, ,43160002462,22826771.6,23667.29831
4419,431701,2462,Arcadia, ,43170102462,35372816.21,25389.97549
4420,431800,78148,Temple City, ,43180078148,6235807.537,11943.17545
4421,431800,99037,Unincorporated,Northeast San Gabriel,43180099037Northeast San Gabriel,5073329.242,11813.48998
4422,431800,2462,Arcadia, ,43180002462,3349582.44,11761.89022
4423,431900,78148,Temple City, ,43190078148,10754143.44,14927.69883
4424,432001,78148,Temple City, ,43200178148,7947794.26,12563.36364
4425,432002,78148,Temple City, ,43200278148,16248717.94,17079.87309
4426,432101,22230,El Monte, ,43210122230,66076.10645,1069.312453
4427,432101,78148,Temple City, ,43210178148,12541208.21,15448.50493
4428,432102,78148,Temple City, ,43210278148,20140990.87,20291.95328
4429,432201,62896,Rosemead, ,43220162896,13110377.17,15008.92106
4430,432202,62896,Rosemead, ,43220262896,14205107.94,15699.01603
4431,432300,22230,El Monte, ,43230022230,21192749.08,21388.80657
4432,432401,22230,El Monte, ,43240122230,11430279.49,17895.96268
4433,432402,22230,El Monte, ,43240222230,16271797.97,18832.31017
4434,432501,22230,El Monte, ,43250122230,11489619.89,16145.41132
4435,432502,22230,El Monte, ,43250222230,10097642.74,17205.21889
4436,432502,2462,Arcadia, ,43250202462,8845230.787,21292.74771
4437,432601,22230,El Monte, ,43260122230,15121527.92,17344.53554
4438,432602,22230,El Monte, ,43260222230,11458378.72,14748.62607
4439,432700,22230,El Monte, ,43270022230,20010846.93,22616.0527
4440,432801,22230,El Monte, ,43280122230,8773041.864,13494.85395
4441,432802,22230,El Monte, ,43280222230,6384103.128,12185.39623
4442,432901,62896,Rosemead, ,43290162896,12282104.26,14140.5191
4443,432902,62896,Rosemead, ,43290262896,9429184.01,14666.65481
4444,433103,22230,El Monte, ,43310322230,22223197.9,25841.31503
4445,433103,99037,Unincorporated,El Monte,43310399037El Monte,109298.1191,1633.906785
4446,433200,22230,El Monte, ,43320022230,19238831.77,23391.339
4447,433302,22230,El Monte, ,43330222230,6929616.579,21291.55478
4448,433304,22230,El Monte, ,43330422230,8499580.855,12744.72504
4449,433305,22230,El Monte, ,43330522230,5509878.054,12374.74409
4450,433306,22230,El Monte, ,43330622230,4674871.969,12136.17154
4451,433307,22230,El Monte, ,43330722230,4539228.583,12835.89815
4452,433402,22230,El Monte, ,43340222230,5981256.38,10182.0076
4453,433403,22230,El Monte, ,43340322230,7606547.294,11937.09131
4454,433505,22230,El Monte, ,43350522230,8223027.746,17053.73359
4455,433506,72996,South El Monte, ,43350672996,17613529.53,22368.57775
4456,433601,62896,Rosemead, ,43360162896,12059265.93,14684.37753
4457,433602,62896,Rosemead, ,43360262896,10783255.99,16047.8646
4458,433803,72996,South El Monte, ,43380372996,12781919.88,22395.51523
4459,433804,72996,South El Monte, ,43380472996,16339623.57,19278.06707
4460,433901,22230,El Monte, ,43390122230,7759901.596,11249.36028
4461,433903,22230,El Monte, ,43390322230,9797614.104,13468.63496
4462,434001,22230,El Monte, ,43400122230,11158619.99,16184.78592
4463,434003,99037,Unincorporated,South El Monte,43400399037South El Monte,1561071.556,8088.272632
4464,434003,72996,South El Monte, ,43400372996,568303.9795,3259.049582
4465,434003,22230,El Monte, ,43400322230,8349259.699,13576.04455
4466,434004,99037,Unincorporated,South El Monte,43400499037South El Monte,2070725.631,6205.982932
4467,434004,72996,South El Monte, ,43400472996,5305353.251,11861.05232
4468,434100,72996,South El Monte, ,43410072996,26843839.77,25615.35288
4469,460001,99037,Unincorporated,Kinneloa Mesa,46000199037Kinneloa Mesa,46773245.72,56337.23324
4470,460002,56000,Pasadena, ,46000256000,16892682.57,22321.59694
4471,460101,56000,Pasadena, ,46010156000,9820939.676,24184.38628
4472,460200,99037,Unincorporated,Altadena,46020099037Altadena,34318875.72,27174.01028
4473,460301,99037,Unincorporated,Altadena,46030199037Altadena,54261325.36,42388.15626
4474,460302,99037,Unincorporated,Altadena,46030299037Altadena,14116142.14,17612.23393
4475,460401,56000,Pasadena, ,46040156000,57057953.91,89739.81012
4476,460501,39003,La Canada Flintridge, ,46050139003,80438657.7,60944.6946
4477,460502,39003,La Canada Flintridge, ,46050239003,28136947.83,30368.14547
4478,460601,39003,La Canada Flintridge, ,46060139003,52362400.01,44633.41012
4479,460700,39003,La Canada Flintridge, ,46070039003,80105887.7,45134.44406
4480,460800,56000,Pasadena, ,46080056000,72593201.1,42287.70104
4481,460900,56000,Pasadena, ,46090056000,26384604.83,25182.00088
4482,461000,99037,Unincorporated,Altadena,46100099037Altadena,19126687.88,21711.63549
4483,461100,99037,Unincorporated,Altadena,46110099037Altadena,21081718.6,19659.14085
4484,461200,99037,Unincorporated,Altadena,46120099037Altadena,26431142.79,27877.74247
4485,461300,99037,Unincorporated,Altadena,46130099037Altadena,20564530.85,29691.15751
4486,461400,56000,Pasadena, ,46140056000,10943155.73,15825.73194
4487,461501,56000,Pasadena, ,46150156000,10807455.43,13635.22123
4488,461502,56000,Pasadena, ,46150256000,12621001.09,14633.68209
4489,461600,56000,Pasadena, ,46160056000,17884094.47,18010.61222
4490,461700,56000,Pasadena, ,46170056000,23766549.79,27787.47436
4491,461901,56000,Pasadena, ,46190156000,9458431.688,13425.18377
4492,461902,56000,Pasadena, ,46190256000,8990949.315,12376.64953
4493,462001,56000,Pasadena, ,46200156000,5507636.965,10803.2239
4494,462002,56000,Pasadena, ,46200256000,5505805.326,10785.63211
4495,462100,56000,Pasadena, ,46210056000,11236073.56,13716.94583
4496,462201,56000,Pasadena, ,46220156000,5778221.062,9688.117731
4497,462202,56000,Pasadena, ,46220256000,6116369.426,9952.68578
4498,462301,56000,Pasadena, ,46230156000,6807546.39,10725.28757
4499,462302,56000,Pasadena, ,46230256000,7544740.261,11249.33925
4500,462400,56000,Pasadena, ,46240056000,14165404.71,15479.28423
4501,462500,56000,Pasadena, ,46250056000,25561093.96,32429.13108
4502,462500,99037,Unincorporated,Altadena,46250099037Altadena,2089143.091,10603.87048
4503,462600,56000,Pasadena, ,46260056000,11286691.67,15930.80825
4504,462700,56000,Pasadena, ,46270056000,18034548.2,17736.21282
4505,462800,56000,Pasadena, ,46280056000,12134301.81,15312.52169
4506,462900,56000,Pasadena, ,46290056000,25237653.99,21384.20073
4507,463000,56000,Pasadena, ,46300056000,19613811.63,18230.41456
4508,463103,99037,Unincorporated,East Pasadena,46310399037East Pasadena,37146242.21,40975.27663
4509,463200,56000,Pasadena, ,46320056000,17537907.56,23283.14365
4510,463300,99037,Unincorporated,San Pasqual,46330099037San Pasqual,7135482.961,13878.48669
4511,463400,56000,Pasadena, ,46340056000,20684768.66,25375.98209
4512,463500,56000,Pasadena, ,46350056000,18104878.67,17622.90965
4513,463601,56000,Pasadena, ,46360156000,9989929.216,12789.62239
4514,463602,56000,Pasadena, ,46360256000,9984146.749,12758.19775
4515,463700,56000,Pasadena, ,46370056000,18684024.68,18112.05058
4516,463800,56000,Pasadena, ,46380056000,30842005.44,30015.4899
4517,463900,56000,Pasadena, ,46390056000,20378332.28,19296.01554
4518,464000,56000,Pasadena, ,46400056000,33918377.94,26615.103
4519,464101,68224,San Marino, ,46410168224,34277803.9,34052.5683
4520,464102,68224,San Marino, ,46410268224,33329308.09,41715.91159
